id,common_name,species,lineage,clade,aliases
american-eel,American eel,Anguilla rostrata,Anguillidae,animal,
giant-moray,giant moray,Gymnothorax javanicus,Muraenidae,animal,
european-conger,European conger,Conger conger,Congridae,animal,
whitespotted-conger,whitespotted conger (anago),Conger myriaster,Congridae,animal,anago
daggertooth-pike-conger,daggertooth pike conger (hamo),Muraenesox cinereus,Muraenesocidae,animal,hamo
goldeye,goldeye,Hiodon alosoides,Hiodontidae,animal,
african-bonytongue,African bonytongue,Heterotis niloticus,Arapaimidae,animal,
arapaima,arapaima (pirarucu),Arapaima gigas,Arapaimidae,animal,pirarucu
bronze-featherback,bronze featherback,Notopterus notopterus,Notopteridae,animal,
clown-featherback,clown featherback,Chitala ornata,Notopteridae,animal,
aba,aba,Gymnarchus niloticus,Gymnarchidae,animal,
cornish-jack,cornish jack,Mormyrops anguilloides,Mormyridae,animal,
indian-anchovy,Indian anchovy,Stolephorus indicus,Engraulidae,animal,
japanese-grenadier-anchovy,Japanese grenadier anchovy,Coilia nasus,Engraulidae,animal,
peruvian-anchoveta,Peruvian anchoveta,Engraulis ringens,Engraulidae,animal,
northern-anchovy,northern anchovy,Engraulis mordax,Engraulidae,animal,
european-anchovy,European anchovy,Engraulis encrasicolus,Engraulidae,animal,
japanese-anchovy,Japanese anchovy,Engraulis japonicus,Engraulidae,animal,
sprat,sprat,Sprattus sprattus,Clupeidae,animal,
atlantic-herring,Atlantic herring,Clupea harengus,Clupeidae,animal,
pacific-herring,Pacific herring,Clupea pallasii,Clupeidae,animal,
european-pilchard,European pilchard (sardine),Sardina pilchardus,Clupeidae,animal,sardine;sardines;pilchard
pacific-sardine,Pacific sardine,Sardinops sagax,Clupeidae,animal,
atlantic-menhaden,Atlantic menhaden,Brevoortia tyrannus,Alosidae,animal,
alewife,alewife,Alosa pseudoharengus,Alosidae,animal,
american-shad,American shad,Alosa sapidissima,Alosidae,animal,
allis-shad,allis shad,Alosa alosa,Alosidae,animal,
hilsa,hilsa,Tenualosa ilisha,Dorosomatidae,animal,
dotted-gizzard-shad,dotted gizzard shad (kohada),Konosirus punctatus,Dorosomatidae,animal,kohada
bonga-shad,bonga shad,Ethmalosa fimbriata,Dorosomatidae,animal,
indian-oil-sardine,Indian oil sardine,Sardinella longiceps,Dorosomatidae,animal,
round-sardinella,round sardinella,Sardinella aurita,Dorosomatidae,animal,
milkfish,milkfish,Chanos chanos,Chanidae,animal,
moon-fish,moon fish,Citharinus citharus,Citharinidae,animal,
grass-eater,grass-eater,Distichodus rostratus,Distichodontidae,animal,
tigerfish,tigerfish,Hydrocynus vittatus,Alestidae,animal,
tambaqui,tambaqui,Colossoma macropomum,Serrasalmidae,animal,
pirapitinga,pirapitinga,Piaractus brachypomus,Serrasalmidae,animal,
pacu,pacu,Piaractus mesopotamicus,Serrasalmidae,animal,
red-bellied-piranha,red-bellied piranha,Pygocentrus nattereri,Serrasalmidae,animal,
piapara,piapara,Leporinus obtusidens,Anostomidae,animal,
sabalo,sábalo (curimba),Prochilodus lineatus,Prochilodontidae,animal,curimba
curimata,curimatã,Prochilodus nigricans,Prochilodontidae,animal,
trahira,trahira,Hoplias malabaricus,Erythrinidae,animal,
dorado,dorado,Salminus brasiliensis,Bryconidae,animal,
matrinxa,matrinxã,Brycon amazonicus,Bryconidae,animal,
amazon-sailfin-catfish,Amazon sailfin catfish,Pterygoplichthys pardalis,Loricariidae,animal,
walking-catfish,walking catfish,Clarias batrachus,Clariidae,animal,
broadhead-catfish,broadhead catfish,Clarias macrocephalus,Clariidae,animal,
vundu,vundu,Heterobranchus longifilis,Clariidae,animal,
african-sharptooth-catfish,African sharptooth catfish,Clarias gariepinus,Clariidae,animal,
wels-catfish,wels catfish,Silurus glanis,Siluridae,animal,
amur-catfish,Amur catfish,Silurus asotus,Siluridae,animal,
wallago,wallago,Wallago attu,Siluridae,animal,
asian-redtail-catfish,Asian redtail catfish,Hemibagrus nemurus,Bagridae,animal,
bayad,bayad,Bagrus bajad,Bagridae,animal,
goonch,goonch,Bagarius yarrelli,Sisoridae,animal,
eel-tailed-catfish,eel-tailed catfish,Tandanus tandanus,Plotosidae,animal,
mekong-giant-catfish,Mekong giant catfish,Pangasianodon gigas,Pangasiidae,animal,
striped-catfish,striped catfish (basa/swai),Pangasianodon hypophthalmus,Pangasiidae,animal,swai);basa/swai
basa,basa,Pangasius bocourti,Pangasiidae,animal,
brown-bullhead,brown bullhead,Ameiurus nebulosus,Ictaluridae,animal,
blue-catfish,blue catfish,Ictalurus furcatus,Ictaluridae,animal,
channel-catfish,channel catfish,Ictalurus punctatus,Ictaluridae,animal,
flathead-catfish,flathead catfish,Pylodictis olivaris,Ictaluridae,animal,
white-sea-catfish,white sea catfish,Genidens barbus,Ariidae,animal,
gafftopsail-catfish,gafftopsail catfish,Bagre marinus,Ariidae,animal,
giant-sea-catfish,giant sea catfish,Netuma thalassina,Ariidae,animal,
south-american-catfish,South American catfish (jundiá),Rhamdia quelen,Heptapteridae,animal,jundiá
surubi,surubí,Pseudoplatystoma corruscans,Pimelodidae,animal,
barred-sorubim,barred sorubim,Pseudoplatystoma fasciatum,Pimelodidae,animal,
piraiba,piraíba,Brachyplatystoma filamentosum,Pimelodidae,animal,
dourada,dourada,Brachyplatystoma rousseauxii,Pimelodidae,animal,
redtail-catfish,redtail catfish,Phractocephalus hemioliopterus,Pimelodidae,animal,
bagrid-catfish,bagrid catfish (West Africa),Chrysichthys nigrodigitatus,Claroteidae,animal,West Africa
electric-catfish,electric catfish,Malapterurus electricus,Malapteruridae,animal,
smallmouth-buffalo,smallmouth buffalo,Ictiobus bubalus,Catostomidae,animal,
white-sucker,white sucker,Catostomus commersonii,Catostomidae,animal,
pond-loach,pond loach (dojo),Misgurnus anguillicaudatus,Cobitidae,animal,dojo
catla,catla,Labeo catla,Cyprinidae,animal,
rohu,rohu,Labeo rohita,Cyprinidae,animal,
mrigal,mrigal,Cirrhinus cirrhosus,Cyprinidae,animal,
mud-carp,mud carp,Cirrhinus molitorella,Cyprinidae,animal,
common-carp,common carp,Cyprinus carpio,Cyprinidae,animal,
crucian-carp,crucian carp,Carassius carassius,Cyprinidae,animal,
prussian-carp,Prussian carp,Carassius gibelio,Cyprinidae,animal,
silver-barb,silver barb,Barbonymus gonionotus,Cyprinidae,animal,
golden-mahseer,golden mahseer,Tor putitora,Cyprinidae,animal,
malaysian-mahseer,Malaysian mahseer (empurau),Tor tambroides,Cyprinidae,animal,empurau
barbel,barbel,Barbus barbus,Cyprinidae,animal,
yellowcheek,yellowcheek,Elopichthys bambusa,Xenocyprididae,animal,
grass-carp,grass carp,Ctenopharyngodon idella,Xenocyprididae,animal,
black-carp,black carp,Mylopharyngodon piceus,Xenocyprididae,animal,
silver-carp,silver carp,Hypophthalmichthys molitrix,Xenocyprididae,animal,
bighead-carp,bighead carp,Hypophthalmichthys nobilis,Xenocyprididae,animal,
wuchang-bream,Wuchang bream,Megalobrama amblycephala,Xenocyprididae,animal,
tench,tench,Tinca tinca,Tincidae,animal,
ide,ide,Leuciscus idus,Leuciscidae,animal,
chub,chub,Squalius cephalus,Leuciscidae,animal,
common-bream,common bream,Abramis brama,Leuciscidae,animal,
roach,roach,Rutilus rutilus,Leuciscidae,animal,
muskellunge,muskellunge,Esox masquinongy,Esocidae,animal,
northern-pike,northern pike,Esox lucius,Esocidae,animal,
inconnu,inconnu (sheefish),Stenodus leucichthys,Salmonidae,animal,sheefish
cisco,cisco,Coregonus artedi,Salmonidae,animal,
vendace,vendace,Coregonus albula,Salmonidae,animal,
lake-whitefish,lake whitefish,Coregonus clupeaformis,Salmonidae,animal,
european-whitefish,European whitefish,Coregonus lavaretus,Salmonidae,animal,
grayling,grayling,Thymallus thymallus,Salmonidae,animal,
arctic-grayling,Arctic grayling,Thymallus arcticus,Salmonidae,animal,
taimen,taimen,Hucho taimen,Salmonidae,animal,
huchen,huchen,Hucho hucho,Salmonidae,animal,
white-spotted-char,white-spotted char (iwana),Salvelinus leucomaenis,Salmonidae,animal,iwana
brook-trout,brook trout,Salvelinus fontinalis,Salmonidae,animal,
lake-trout,lake trout,Salvelinus namaycush,Salmonidae,animal,
dolly-varden,Dolly Varden,Salvelinus malma,Salmonidae,animal,
arctic-char,Arctic char,Salvelinus alpinus,Salmonidae,animal,
atlantic-salmon,Atlantic salmon,Salmo salar,Salmonidae,animal,salmon;lox;gravlax;smoked salmon
brown-trout,brown / sea trout,Salmo trutta,Salmonidae,animal,sea trout
masu-salmon,masu salmon,Oncorhynchus masou,Salmonidae,animal,
sockeye-salmon,sockeye salmon,Oncorhynchus nerka,Salmonidae,animal,sockeye;coho;king salmon;chinook
chum-salmon,chum salmon,Oncorhynchus keta,Salmonidae,animal,
pink-salmon,pink salmon,Oncorhynchus gorbuscha,Salmonidae,animal,
chinook-salmon,chinook salmon,Oncorhynchus tshawytscha,Salmonidae,animal,
coho-salmon,coho salmon,Oncorhynchus kisutch,Salmonidae,animal,
cutthroat-trout,cutthroat trout,Oncorhynchus clarkii,Salmonidae,animal,
rainbow-trout,rainbow trout / steelhead,Oncorhynchus mykiss,Salmonidae,animal,steelhead;trout
wakasagi,wakasagi,Hypomesus nipponensis,Osmeridae,animal,
capelin,capelin,Mallotus villosus,Osmeridae,animal,
rainbow-smelt,rainbow smelt,Osmerus mordax,Osmeridae,animal,
european-smelt,European smelt,Osmerus eperlanus,Osmeridae,animal,
eulachon,eulachon,Thaleichthys pacificus,Osmeridae,animal,
ayu,ayu,Plecoglossus altivelis,Plecoglossidae,animal,
japanese-icefish,Japanese icefish (shirauo),Salangichthys microdon,Salangidae,animal,shirauo
taihu-icefish,Taihu icefish,Neosalanx taihuensis,Salangidae,animal,
inanga,inanga (whitebait),Galaxias maculatus,Galaxiidae,animal,whitebait
bombay-duck,Bombay duck,Harpadon nehereus,Synodontidae,animal,
brushtooth-lizardfish,brushtooth lizardfish,Saurida undosquamis,Synodontidae,animal,
john-dory,John Dory,Zeus faber,Zeidae,animal,
deep-water-cape-hake,deep-water Cape hake,Merluccius paradoxus,Merlucciidae,animal,
shallow-water-cape-hake,shallow-water Cape hake,Merluccius capensis,Merlucciidae,animal,
european-hake,European hake,Merluccius merluccius,Merlucciidae,animal,
silver-hake,silver hake,Merluccius bilinearis,Merlucciidae,animal,
southern-hake,southern hake,Merluccius australis,Merlucciidae,animal,
argentine-hake,Argentine hake,Merluccius hubbsi,Merlucciidae,animal,
pacific-hake,Pacific hake,Merluccius productus,Merlucciidae,animal,
white-hake,white hake,Urophycis tenuis,Phycidae,animal,
red-hake,red hake,Urophycis chuss,Phycidae,animal,
cusk,cusk (tusk),Brosme brosme,Lotidae,animal,tusk
ling,ling,Molva molva,Lotidae,animal,
blue-ling,blue ling,Molva dypterygia,Lotidae,animal,
burbot,burbot,Lota lota,Lotidae,animal,
blue-whiting,blue whiting,Micromesistius poutassou,Gadidae,animal,
pouting,pouting,Trisopterus luscus,Gadidae,animal,
saffron-cod,saffron cod,Eleginus gracilis,Gadidae,animal,
pollack,pollack,Pollachius pollachius,Gadidae,animal,
saithe,saithe (coley),Pollachius virens,Gadidae,animal,coley
haddock,haddock,Melanogrammus aeglefinus,Gadidae,animal,
whiting,whiting,Merlangius merlangus,Gadidae,animal,
polar-cod,polar cod,Boreogadus saida,Gadidae,animal,
alaska-pollock,Alaska pollock,Gadus chalcogrammus,Gadidae,animal,surimi;fish sticks
atlantic-cod,Atlantic cod,Gadus morhua,Gadidae,animal,bacalao;salt cod
pacific-cod,Pacific cod,Gadus macrocephalus,Gadidae,animal,
hoki,hoki,Macruronus novaezelandiae,Merlucciidae,animal,
patagonian-grenadier,Patagonian grenadier,Macruronus magellanicus,Merlucciidae,animal,
roundnose-grenadier,roundnose grenadier,Coryphaenoides rupestris,Macrouridae,animal,
opah,opah,Lampris guttatus,Lampridae,animal,
bigscale-soldierfish,bigscale soldierfish (menpachi),Myripristis berndti,Holocentridae,animal,menpachi
orange-roughy,orange roughy,Hoplostethus atlanticus,Trachichthyidae,animal,
alfonsino,alfonsino,Beryx decadactylus,Berycidae,animal,
splendid-alfonsino,splendid alfonsino,Beryx splendens,Berycidae,animal,
congrio-colorado,congrio colorado,Genypterus chilensis,Ophidiidae,animal,
kingklip,kingklip,Genypterus capensis,Ophidiidae,animal,
pink-ling,pink ling (kingklip),Genypterus blacodes,Ophidiidae,animal,kingklip
hogfish,hogfish,Lachnolaimus maximus,Labridae,animal,
blackspot-tuskfish,blackspot tuskfish,Choerodon schoenleinii,Labridae,animal,
spanish-hogfish,Spanish hogfish,Bodianus rufus,Labridae,animal,
california-sheephead,California sheephead,Semicossyphus pulcher,Labridae,animal,
stoplight-parrotfish,stoplight parrotfish,Sparisoma viride,Scaridae,animal,
blue-barred-parrotfish,blue-barred parrotfish,Scarus ghobban,Scaridae,animal,
tautog,tautog,Tautoga onitis,Labridae,animal,
ballan-wrasse,ballan wrasse,Labrus bergylta,Labridae,animal,
west-australian-dhufish,West Australian dhufish,Glaucosoma hebraicum,Glaucosomatidae,animal,
yellow-goosefish,yellow goosefish (ankou),Lophius litulon,Lophiidae,animal,ankou
blackbellied-angler,blackbellied angler,Lophius budegassa,Lophiidae,animal,
monkfish,monkfish,Lophius piscatorius,Lophiidae,animal,
american-angler,American angler,Lophius americanus,Lophiidae,animal,
queen-triggerfish,queen triggerfish,Balistes vetula,Balistidae,animal,
grey-triggerfish,grey triggerfish,Balistes capriscus,Balistidae,animal,
thread-sail-filefish,thread-sail filefish (kawahagi),Stephanolepis cirrhifer,Monacanthidae,animal,kawahagi
unicorn-leatherjacket,unicorn leatherjacket,Aluterus monoceros,Monacanthidae,animal,
black-scraper,black scraper (umazurahagi),Thamnaconus modestus,Monacanthidae,animal,umazurahagi
fine-patterned-puffer,fine-patterned puffer,Takifugu poecilonotus,Tetraodontidae,animal,
tiger-puffer,tiger puffer (torafugu),Takifugu rubripes,Tetraodontidae,animal,torafugu
spotted-scat,spotted scat,Scatophagus argus,Scatophagidae,animal,
atlantic-bigeye,Atlantic bigeye,Priacanthus arenatus,Priacanthidae,animal,
mottled-spinefoot,mottled spinefoot,Siganus fuscescens,Siganidae,animal,
white-spotted-rabbitfish,white-spotted rabbitfish,Siganus canaliculatus,Siganidae,animal,
marbled-spinefoot,marbled spinefoot,Siganus rivulatus,Siganidae,animal,
golden-rabbitfish,golden rabbitfish,Siganus guttatus,Siganidae,animal,
atlantic-spadefish,Atlantic spadefish,Chaetodipterus faber,Ephippidae,animal,
spotted-sicklefish,spotted sicklefish,Drepane punctata,Drepaneidae,animal,
bluespine-unicornfish,bluespine unicornfish (kala),Naso unicornis,Acanthuridae,animal,kala
convict-tang,convict tang (manini),Acanthurus triostegus,Acanthuridae,animal,manini
corvina,corvina (Chile),Cilus gilberti,Sciaenidae,animal,Chile
shi-drum,shi drum,Umbrina cirrosa,Sciaenidae,animal,
black-drum,black drum,Pogonias cromis,Sciaenidae,animal,
red-drum,red drum,Sciaenops ocellatus,Sciaenidae,animal,
atlantic-croaker,Atlantic croaker,Micropogonias undulatus,Sciaenidae,animal,
whitemouth-croaker,whitemouth croaker,Micropogonias furnieri,Sciaenidae,animal,
white-seabass,white seabass,Atractoscion nobilis,Sciaenidae,animal,
weakfish,weakfish,Cynoscion regalis,Sciaenidae,animal,
spotted-seatrout,spotted seatrout,Cynoscion nebulosus,Sciaenidae,animal,
corvina-2,corvina (Pacific),Cynoscion squamipinnis,Sciaenidae,animal,
cassava-croaker,cassava croaker,Pseudotolithus senegalensis,Sciaenidae,animal,
mulloway,mulloway (kob),Argyrosomus japonicus,Sciaenidae,animal,kob
meagre,meagre,Argyrosomus regius,Sciaenidae,animal,
brown-croaker,brown croaker,Miichthys miiuy,Sciaenidae,animal,
small-yellow-croaker,small yellow croaker,Larimichthys polyactis,Sciaenidae,animal,
large-yellow-croaker,large yellow croaker,Larimichthys crocea,Sciaenidae,animal,
silver-croaker,silver croaker,Pennahia argentata,Sciaenidae,animal,
tigertooth-croaker,tigertooth croaker,Otolithes ruber,Sciaenidae,animal,
golden-tilefish,golden tilefish,Lopholatilus chamaeleonticeps,Malacanthidae,animal,
horsehead-tilefish,horsehead tilefish (amadai),Branchiostegus japonicus,Malacanthidae,animal,amadai
humpnose-big-eye-bream,humpnose big-eye bream,Monotaxis grandoculis,Lethrinidae,animal,
trumpet-emperor,trumpet emperor,Lethrinus miniatus,Lethrinidae,animal,
longface-emperor,longface emperor,Lethrinus olivaceus,Lethrinidae,animal,
spangled-emperor,spangled emperor,Lethrinus nebulosus,Lethrinidae,animal,
whitecheek-monocle-bream,whitecheek monocle bream,Scolopsis vosmeri,Nemipteridae,animal,
japanese-threadfin-bream,Japanese threadfin bream,Nemipterus japonicus,Nemipteridae,animal,
golden-threadfin-bream,golden threadfin bream,Nemipterus virgatus,Nemipteridae,animal,
red-steenbras,red steenbras,Petrus rupestris,Sparidae,animal,
roman,roman,Chrysoblephus laticeps,Sparidae,animal,
king-soldier-bream,king soldier bream,Argyrops spinifer,Sparidae,animal,
australasian-snapper,Australasian snapper,Chrysophrys auratus,Sparidae,animal,
gilthead-sea-bream,gilthead sea bream,Sparus aurata,Sparidae,animal,
yellowback-sea-bream,yellowback sea bream,Evynnis tumifrons,Sparidae,animal,
red-sea-bream,red sea bream (madai),Pagrus major,Sparidae,animal,madai
red-porgy,red porgy,Pagrus pagrus,Sparidae,animal,
common-pandora,common pandora,Pagellus erythrinus,Sparidae,animal,
common-dentex,common dentex,Dentex dentex,Sparidae,animal,
pink-dentex,pink dentex,Dentex gibbosus,Sparidae,animal,
sheepshead,sheepshead,Archosargus probatocephalus,Sparidae,animal,
scup,scup,Stenotomus chrysops,Sparidae,animal,
black-sea-bream,black sea bream,Spondyliosoma cantharus,Sparidae,animal,
salema,salema,Sarpa salpa,Sparidae,animal,
bogue,bogue,Boops boops,Sparidae,animal,
blackspot-sea-bream,blackspot sea bream,Pagellus bogaraveo,Sparidae,animal,
axillary-sea-bream,axillary sea bream,Pagellus acarne,Sparidae,animal,
sand-steenbras,sand steenbras,Lithognathus mormyrus,Sparidae,animal,
goldlined-sea-bream,goldlined sea bream,Rhabdosargus sarba,Sparidae,animal,
picnic-sea-bream,picnic sea bream,Acanthopagrus berda,Sparidae,animal,
yellowfin-sea-bream,yellowfin sea bream,Acanthopagrus latus,Sparidae,animal,
blackhead-sea-bream,blackhead sea bream (kurodai),Acanthopagrus schlegelii,Sparidae,animal,kurodai
two-banded-sea-bream,two-banded sea bream,Diplodus vulgaris,Sparidae,animal,
annular-sea-bream,annular sea bream,Diplodus annularis,Sparidae,animal,
white-sea-bream,white sea bream,Diplodus sargus,Sparidae,animal,
tripletail,tripletail,Lobotes surinamensis,Lobotidae,animal,
common-ponyfish,common ponyfish,Leiognathus equulus,Leiognathidae,animal,
cape-bonnetmouth,Cape bonnetmouth (redbait),Emmelichthys nitidus,Emmelichthyidae,animal,redbait
green-jobfish,green jobfish (uku),Aprion virescens,Lutjanidae,animal,uku
ruby-snapper,ruby snapper (ehu),Etelis carbunculus,Lutjanidae,animal,ehu
deepwater-longtail-red-snapper,deepwater longtail red snapper (onaga),Etelis coruscans,Lutjanidae,animal,onaga
crimson-jobfish,crimson jobfish (opakapaka),Pristipomoides filamentosus,Lutjanidae,animal,opakapaka
malabar-blood-snapper,Malabar blood snapper,Lutjanus malabaricus,Lutjanidae,animal,
grey-snapper,grey snapper,Lutjanus griseus,Lutjanidae,animal,
mangrove-red-snapper,mangrove red snapper,Lutjanus argentimaculatus,Lutjanidae,animal,
mutton-snapper,mutton snapper,Lutjanus analis,Lutjanidae,animal,
lane-snapper,lane snapper,Lutjanus synagris,Lutjanidae,animal,
yellowtail-snapper,yellowtail snapper,Ocyurus chrysurus,Lutjanidae,animal,
vermilion-snapper,vermilion snapper,Rhomboplites aurorubens,Lutjanidae,animal,
southern-red-snapper,southern red snapper,Lutjanus purpureus,Lutjanidae,animal,
northern-red-snapper,northern red snapper,Lutjanus campechanus,Lutjanidae,animal,
johns-snapper,John's snapper,Lutjanus johnii,Lutjanidae,animal,
bluestripe-snapper,bluestripe snapper (ta'ape),Lutjanus kasmira,Lutjanidae,animal,ta'ape
two-spot-red-snapper,two-spot red snapper,Lutjanus bohar,Lutjanidae,animal,
spotted-grunter,spotted grunter,Pomadasys commersonnii,Haemulidae,animal,
chicken-grunt,chicken grunt (isaki),Parapristipoma trilineatum,Haemulidae,animal,isaki
brown-sweetlips,brown sweetlips,Plectorhinchus gibbosus,Haemulidae,animal,
porkfish,porkfish,Anisotremus virginicus,Haemulidae,animal,
white-grunt,white grunt,Haemulon plumierii,Haemulidae,animal,
european-sea-bass,European sea bass (branzino),Dicentrarchus labrax,Moronidae,animal,branzino;striped bass
white-bass,white bass,Morone chrysops,Moronidae,animal,
striped-bass,striped bass,Morone saxatilis,Moronidae,animal,
white-perch,white perch,Morone americana,Moronidae,animal,
king-george-whiting,King George whiting,Sillaginodes punctatus,Sillaginidae,animal,
silver-sillago,silver sillago,Sillago sihama,Sillaginidae,animal,
lesser-sand-eel,lesser sand eel,Ammodytes marinus,Ammodytidae,animal,
pacific-sand-lance,Pacific sand lance (ikanago),Ammodytes personatus,Ammodytidae,animal,ikanago
common-silver-biddy,common silver-biddy,Gerres oyena,Gerreidae,animal,
wreckfish,wreckfish,Polyprion americanus,Polyprionidae,animal,
japanese-sea-bass,Japanese sea bass (suzuki),Lateolabrax japonicus,Lateolabracidae,animal,suzuki
pelagic-armourhead,pelagic armourhead,Pseudopentaceros wheeleri,Pentacerotidae,animal,
blackthroat-seaperch,blackthroat seaperch (nodoguro),Doederleinia berycoides,Acropomatidae,animal,nodoguro
barred-knifejaw,barred knifejaw (ishidai),Oplegnathus fasciatus,Oplegnathidae,animal,ishidai
bermuda-chub,Bermuda chub,Kyphosus sectatrix,Kyphosidae,animal,
silver-sweep,silver sweep,Scorpis lineolata,Kyphosidae,animal,
largescale-blackfish,largescale blackfish (mejina),Girella punctata,Kyphosidae,animal,mejina
hawaiian-flagtail,Hawaiian flagtail (aholehole),Kuhlia sandvicensis,Kuhliidae,animal,aholehole
jarbua-terapon,jarbua terapon,Terapon jarbua,Terapontidae,animal,
striped-trumpeter,striped trumpeter,Latris lineata,Latridae,animal,
tarakihi,tarakihi,Nemadactylus macropterus,Latridae,animal,
murray-cod,Murray cod,Maccullochella peelii,Percichthyidae,animal,
patagonian-perch,Patagonian perch,Percichthys trucha,Percichthyidae,animal,
golden-perch,golden perch,Macquaria ambigua,Percichthyidae,animal,
mandarin-fish,mandarin fish,Siniperca chuatsi,Sinipercidae,animal,
black-crappie,black crappie,Pomoxis nigromaculatus,Centrarchidae,animal,
largemouth-bass,largemouth bass,Micropterus salmoides,Centrarchidae,animal,
smallmouth-bass,smallmouth bass,Micropterus dolomieu,Centrarchidae,animal,
bluegill,bluegill,Lepomis macrochirus,Centrarchidae,animal,
greater-weever,greater weever,Trachinus draco,Trachinidae,animal,
european-perch,European perch,Perca fluviatilis,Percidae,animal,
yellow-perch,yellow perch,Perca flavescens,Percidae,animal,
sauger,sauger,Sander canadensis,Percidae,animal,
walleye,walleye,Sander vitreus,Percidae,animal,
zander,zander,Sander lucioperca,Percidae,animal,
patagonian-blenny,Patagonian blenny (róbalo),Eleginops maclovinus,Eleginopidae,animal,róbalo
antarctic-toothfish,Antarctic toothfish,Dissostichus mawsoni,Nototheniidae,animal,
patagonian-toothfish,Patagonian toothfish,Dissostichus eleginoides,Nototheniidae,animal,
marbled-rockcod,marbled rockcod,Notothenia rossii,Nototheniidae,animal,
mackerel-icefish,mackerel icefish,Champsocephalus gunnari,Channichthyidae,animal,
comber,comber,Serranus cabrilla,Serranidae,animal,
coral-trout,coral trout,Plectropomus leopardus,Serranidae,animal,
coral-hind,coral hind,Cephalopholis miniata,Serranidae,animal,
dusky-grouper,dusky grouper,Epinephelus marginatus,Serranidae,animal,
gag,gag,Mycteroperca microlepis,Serranidae,animal,
black-grouper,black grouper,Mycteroperca bonaci,Serranidae,animal,
warsaw-grouper,Warsaw grouper,Hyporthodus nigritus,Serranidae,animal,
white-grouper,white grouper,Epinephelus aeneus,Serranidae,animal,
brown-marbled-grouper,brown-marbled grouper,Epinephelus fuscoguttatus,Serranidae,animal,
orange-spotted-grouper,orange-spotted grouper,Epinephelus coioides,Serranidae,animal,
malabar-grouper,Malabar grouper,Epinephelus malabaricus,Serranidae,animal,
giant-grouper,giant grouper,Epinephelus lanceolatus,Serranidae,animal,
nassau-grouper,Nassau grouper,Epinephelus striatus,Serranidae,animal,
red-grouper,red grouper,Epinephelus morio,Serranidae,animal,
bartail-flathead,bartail flathead,Platycephalus indicus,Platycephalidae,animal,
black-scorpionfish,black scorpionfish,Scorpaena porcus,Scorpaenidae,animal,
red-scorpionfish,red scorpionfish (rascasse),Scorpaena scrofa,Scorpaenidae,animal,rascasse
red-lionfish,red lionfish,Pterois volitans,Scorpaenidae,animal,
shortspine-thornyhead,shortspine thornyhead,Sebastolobus alascanus,Sebastidae,animal,
blackbelly-rosefish,blackbelly rosefish,Helicolenus dactylopterus,Sebastidae,animal,
japanese-rockfish,Japanese rockfish (mebaru),Sebastes inermis,Sebastidae,animal,mebaru
korean-rockfish,Korean rockfish (jopi-bolrak),Sebastes schlegelii,Sebastidae,animal,jopi-bolrak
pacific-ocean-perch,Pacific ocean perch,Sebastes alutus,Sebastidae,animal,
beaked-redfish,beaked redfish,Sebastes mentella,Sebastidae,animal,
golden-redfish,golden redfish,Sebastes norvegicus,Sebastidae,animal,
yellowtail-rockfish,yellowtail rockfish,Sebastes flavidus,Sebastidae,animal,
black-rockfish,black rockfish,Sebastes melanops,Sebastidae,animal,
northern-searobin,northern searobin,Prionotus carolinus,Triglidae,animal,
tub-gurnard,tub gurnard,Chelidonichthys lucerna,Triglidae,animal,
grey-gurnard,grey gurnard,Eutrigla gurnardus,Triglidae,animal,
sablefish,sablefish,Anoplopoma fimbria,Anoplopomatidae,animal,
wolf-eel,wolf eel,Anarrhichthys ocellatus,Anarhichadidae,animal,
spotted-wolffish,spotted wolffish,Anarhichas minor,Anarhichadidae,animal,
atlantic-wolffish,Atlantic wolffish,Anarhichas lupus,Anarhichadidae,animal,
ocean-pout,ocean pout,Zoarces americanus,Zoarcidae,animal,
lingcod,lingcod,Ophiodon elongatus,Hexagrammidae,animal,
okhotsk-atka-mackerel,Okhotsk atka mackerel (hokke),Pleurogrammus azonus,Hexagrammidae,animal,hokke
fat-greenling,fat greenling (ainame),Hexagrammos otakii,Hexagrammidae,animal,ainame
lumpfish,lumpfish (roe),Cyclopterus lumpus,Cyclopteridae,animal,
cabezon,cabezon,Scorpaenichthys marmoratus,Cottidae,animal,
pejesapo,pejesapo,Sicyases sanguineus,Gobiesocidae,animal,
bluefish,bluefish,Pomatomus saltatrix,Pomatomidae,animal,
escolar,escolar,Lepidocybium flavobrunneum,Gempylidae,animal,
australian-salmon,Australian salmon (kahawai),Arripis trutta,Arripidae,animal,kahawai
australian-herring,Australian herring,Arripis georgianus,Arripidae,animal,
bluenose-warehou,bluenose warehou,Hyperoglyphe antarctica,Centrolophidae,animal,
silver-warehou,silver warehou,Seriolella punctata,Centrolophidae,animal,
blue-warehou,blue warehou,Seriolella brama,Centrolophidae,animal,
oilfish,oilfish,Ruvettus pretiosus,Gempylidae,animal,
gemfish,gemfish,Rexea solandri,Gempylidae,animal,
snoek,snoek,Thyrsites atun,Gempylidae,animal,
black-scabbardfish,black scabbardfish,Aphanopus carbo,Trichiuridae,animal,
silver-scabbardfish,silver scabbardfish,Lepidopus caudatus,Trichiuridae,animal,
largehead-hairtail,largehead hairtail,Trichiurus lepturus,Trichiuridae,animal,
atlantic-pomfret,Atlantic pomfret,Brama brama,Bramidae,animal,
